,season,episode,category,value,clue,answer
412,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",PHILOSOPHERS,1200,"In 1934 A.J. Ayer set out to show ""the impossibility of"" this, a plural noun for the study of the nature of the universe",metaphysics
413,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",POTPOURRI,1200,In the 1920s several elderly men who had worked digging the Big Bend railroad tunnel remembered this hero as a real person,John Henry
414,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ARCHITECTURE & DESIGN,1600,"Frank Gehry not only designed L.A.'s Walt Disney Concert Hall, but also this instrument at the rear of the stage",the organ
415,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",LET'S JAZZ UP THIS PLACE,"DD: 3,800","Born in New Orleans, Louis Armstrong performed songs named for these 2 local ""B"" streets",Bourbon & Basin
416,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ALL IN THE FAMILY: GOVERNMENT EDITION,1600,"Last name of John, who held a Michigan House seat from 1955 to 2015, & of his wife Debbie, who succeeded him",Dingell
417,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",FOREIGN WORDS & PHRASES,1600,"This Latin phrase for an essential item is literally ""without which not""",sine qua non
418,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",PHILOSOPHERS,1600,"He published 1843's ""Fear and Trembling"" under the pseudonym Johannes de Silentio",Kierkegaard
419,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",POTPOURRI,1600,The world's first of these began as a way for Cambridge U. computer scientists to know if the coffeepot in another room was full,a webcam
420,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ARCHITECTURE & DESIGN,2000,This Boston-born architect designed the Massachusetts State House & from 1818 to 1829 served as architect of the U.S. Capitol,Bulfinch
421,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",LET'S JAZZ UP THIS PLACE,2000,"When he wasn't scoring TV's ""Peanuts"" specials, this man recorded favorites like ""Cast Your Fate To The Wind""",(Vince) Guaraldi
422,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ALL IN THE FAMILY: GOVERNMENT EDITION,2000,She succeeded her husband George Wallace as governor of Alabama but died 2 years after winning the office,Lurleen
423,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",FOREIGN WORDS & PHRASES,2000,"From words for ""self"" & ""publishing"", it was writing circulated in secret in the Soviet Union",samizdat
424,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",PHILOSOPHERS,"DD: 2,800",This double-first-name philosopher born in 1842 said that the value of a concept is in its practical consequences,William James
425,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",POTPOURRI,2000,This mother of Alexander the Great was in the cult of Dionysus & liked to sleep with snakes,Olympias
426,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ASTRONOMERS,,This man's name was given to a comet that crashed into Jupiter in 1994; he's the only human whose remains lie on the Moon,Shoemaker
427,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,200,Here's a view of this Utah national park through one of the sandstone features for which it is named,Arches
428,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE SHAKESPEARE PLAY, & I QUOTE...",200,"Tybalt,Act I, scene v:""Uncle""",Romeo and Juliet
429,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",SCHOOL DAYS,200,"(Norman Lear delivers the clue.)  From the Latin for ""citizen"", it's the study of the rights & duties of citizens; I took it at P.S. 67 in New York & it would help our country if more kids studied it now",civics
430,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",MUSICAL INSTRUMENTS,200,Sackbut is an old name for this instrument that has a slide & a bell,a trombone
431,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE TOTALLY RAD 1980s,200,"Hey, babe! I made you a bitchin' mixtape to play on this Sony item that dominated the '80s & began in the U.S. as the ""Soundabout""",a Walkman
432,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE OSCARS,200,Nearly 44 million people were watching the Oscars on ABC in 2014 when this film about Solomon Northup won Best Picture,12 Years a Slave
433,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,400,"This national park in New Mexico is home to large colonies of bats, seen here",Carlsbad Caverns
434,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE SHAKESPEARE PLAY, & I QUOTE...",400,"Ariel,Act I, scene ii:""No""",The Tempest
435,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",SCHOOL DAYS,400,"Adam Sandler's song ""Lunch Lady Land"" says, ""yesterday's meatloaf is today's"" this",sloppy joe
436,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",MUSICAL INSTRUMENTS,400,These paired rattles of Latin America are traditionally made using gourds filled with beads or seeds,maracas
437,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE TOTALLY RAD 1980s,400,Duuuude! You were a massive Spicoli wearing this brand's checkered slip-on sneakers!,Vans
438,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE OSCARS,400,"On Oscar night 2016 Best Animated Short went to ""Bear Story""; this other bear story won Best Actor & Best Director",The Revenant
439,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,600,"The name of this waterfall on the Merced River in Yosemite means ""occurring in spring"", also the time to see it at its peak",Vernal
440,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE SHAKESPEARE PLAY, & I QUOTE...",600,"Mustardseed,Act III, scene i:""Mustardseed""",A Midsummer Night\'s Dream
441,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",SCHOOL DAYS,600,"The 2-word title of a 1972 George Carlin album, it's what George probably was at Corpus Christi Grammar School",Class Clown
442,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",MUSICAL INSTRUMENTS,600,Vivaldi wrote a piece for strings & this instrument that's often associated with beginner musicians,recorder
443,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE TOTALLY RAD 1980s,600,"I thought this movie about Olympic runners would be grody to the max but not even! It won Best Pic, & everyone loves Vangelis!",Chariots of Fire
444,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE OSCARS,600,"This half of a sibling duo runs the gamut from ""There's Something About Mary"" to ""Green Book"", for which he won 2 Oscars",Peter Farrelly
445,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,800,"Head to Sequoia National Park to salute the tree named this, the world's largest by volume",the General Sherman
446,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE SHAKESPEARE PLAY, & I QUOTE...",800,"Christopher Sly,Act I, scene i:""Yes""",Taming of the Shrew
447,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",SCHOOL DAYS,800,High school math! These equations that don't use exponents are so named because of the way they can be graphed,linear equations
448,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",MUSICAL INSTRUMENTS,800,"The score of the movie ""The Third Man"" was performed by Anton Karas, playing this stringed instrument",a zither
449,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE TOTALLY RAD 1980s,800,"I was so stoked when this team USA hockey captain scored the winning goal against the Soviets in 1980's ""Miracle on Ice""!",Eruzione
450,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE OSCARS,800,"The second, third & fourth Oscars for Best Actress went to Canadian-born women, starting with her, ""America's Sweetheart""",Pickford
451,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,1000,"A great place for boating, Glen Canyon National Recreation Area is home to this second-largest  manmade lake in the United States",Lake Powell
452,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE SHAKESPEARE PLAY, & I QUOTE...",1000,"Achilles,Act II, scene i:""What? What?""",Troilus and Cressida
453,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",SCHOOL DAYS,1000,The first state law allowing these more autonomous publicly funded schools passed in 1991; today over 40 states allow them,charter schools
454,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",MUSICAL INSTRUMENTS,"DD: 1,800","Last name of Robert, inventor of an electronic music synthesizer; the instrument was on The Doors album ""Strange Days""",Moog
455,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE TOTALLY RAD 1980s,1000,"I'm so sure I had, like, so many pieces on my wall of the work of this '80s artist, a lot like the one seen here",(Patrick) Nagel
456,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",THE OSCARS,1000,"The Oscar-winning song ""It's Hard Out Here For A Pimp"" was by this hip-hop group",Three 6 Mafia
457,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DANCING WITH THE CZARS,400,17th century czar Fyodor III of this dynasty was highly educated & reform minded but died young,Romanov
458,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DAVID MUIR COVERS THE WORLD,400,"(David Muir delivers the clue.)  In 2019 I traveled to Afghanistan to speak with the top U.S. commander General Scott Miller, who said that not just military might but a political settlement with this group might be a necessary part of any endgame in America's longest war",the Taliban
459,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE ""SAT""s",400,"A small unit of a large entity, like a campus apart from the main branch of a university",a satellite
460,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",POP CULTURE BOOKSHELF,400,"Ernest Cline's ""Armada"" finds Zack preparing against a perceived attack from aliens hailing from Europa, a moon of this planet",Jupiter
461,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","BEFORE, DURING & AFTER",400,"Oscar-nominated ""South Park"" song that soars in a V formation, with a 1970s Yankee closer","""Blame Canada"" Goose Gossage"
462,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",CHEMISTS,400,"(Bryan Cranston delivers the clue.)  August Laurent & Jean-Baptiste Dumas hated each other, but they worked together to pioneer this branch of chemistry that focuses on carbon & the carbon compounds found in living things",organic
463,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DANCING WITH THE CZARS,800,In 1855 Czar Alexander II came to the throne at the height of this conflict,the Crimean War
464,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DAVID MUIR COVERS THE WORLD,800,(David Muir delivers the clue.)  In 2016 I got a rare look inside this controversial detention facility & watched through one-way glass as some of its remaining inmates engaged in the call to prayer,Guantanamo Bay
465,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE ""SAT""s",800,"Colors can be precisely specified by their brightness & this, their degree of intensity",saturation
466,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",POP CULTURE BOOKSHELF,800,"In her memoir ""Inside Out"", this actress says ""St. Elmo's Fire"" saved her life: she had to go to rehab to keep her role in the film",Demi Moore
467,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","BEFORE, DURING & AFTER",800,"Margaret Wise Brown's bunny bids adieu to Ray Charles' ""Sunshine State"" song & the only NFL team with a perfect season","Goodnight Moon ""Over Miami"" Dolphins"
468,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",CHEMISTS,800,"(Bryan Cranston delivers the clue.)  Visitors at Paris' Bibliothèque Nationale must wear protective gear & sign a liability waiver to study her notebooks, which are stored in heavily shielded boxes",Marie Curie
469,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DANCING WITH THE CZARS,1200,"As czar from 1547 to 1584, he waged drawn-out wars against Sweden & Poland & also against the nobility of his own country",Ivan the Terrible
470,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DAVID MUIR COVERS THE WORLD,1200,"In Ethiopia, David saw an $11 procedure give sight to people stricken with these, a major cause of preventable blindness worldwide",cataracts
471,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE ""SAT""s",1200,There's a planet in this word meaning an orgy or a wild celebration,a saturnalia
472,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",POP CULTURE BOOKSHELF,1200,"(Kevin Hart delivers the clue.)  There's desert & snow & now, it's Danny Glover taking over my avatar in ""Jumanji: The Next Level"", the most recent film inspired by a book written & illustrated by this man",Van Allsburg
473,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","BEFORE, DURING & AFTER","DD: 8,600","Louisiana Purchase explorers joined by LBJ's Secretary of Defense & a ""Golden Boy"" dramatist",Lewis and Clark Clifford Odets
474,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",CHEMISTS,1200,"(Bryan Cranston delivers the clue.)  Many folks weren't happy with the Nobel committee's decision to give the 1918 Chemistry Prize to ammonia synthesizer Fritz Haber, as he had also overseen Germany's production & use of this on World War I's western front",mustard gas (or poison gas)
475,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DANCING WITH THE CZARS,"DD: 4,000","""We understood each other...& let the others prattle"", said Catherine the Great of this longtime adviser & less longtime lover",Grigory Potemkin
476,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DAVID MUIR COVERS THE WORLD,1600,"(David Muir delivers the clue.)  In 2019 I got an exclusive first look at restoration efforts inside Paris' Notre Dame Cathedral afters its devastating fire; amazingly, the huge 13th century rose windows survived, despite fears that the intense heat might have melted this metal in the frame that supports the stained glass",lead
477,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE ""SAT""s",1600,It's a kind of mandarin orange,a satsuma
478,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",POP CULTURE BOOKSHELF,1600,"Appearing in mask & with sword on the cover of ""As You Wish"", this British actor gives insight on the making of ""The Princess Bride""",Cary Elwes
479,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","BEFORE, DURING & AFTER",1600,"Tootie, Blair, Jo & Natalie show up in the third ""Hitchhiker's Guide"" book with boiled & baked Jewish rolls with all the fixins","The Facts of Life, the Universe and Everything bagel"
480,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",CHEMISTS,1600,"(Bryan Cranston delivers the clue.)  The Russian Academy of Sciences rejected this great man's 1880 nomination for membership--maybe because of his progressive political leanings, & maybe because he proposed to a much younger woman while he was still married to his first wife",Mendeleev
481,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DANCING WITH THE CZARS,2000,This 1831 work by Pushkin dramatized the fate of the title czar whose reign ended in 1605,Boris Godunov
482,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",DAVID MUIR COVERS THE WORLD,2000,(David Muir delivers the clue.)  In 2019 I reported on the hunt for ISIS fighters in the desert of this westernmost province of Iraq on the border with Syria,Anbar Province
483,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","THE ""SAT""s",2000,Zen Buddhists hope to reach this state of sudden enlightenment,satori
484,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",POP CULTURE BOOKSHELF,2000,"In ""You're Never Weird on the Internet (Almost)"", this ""queen of the geeks"" tells of her rise to stardom",Felicia Day
485,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020","BEFORE, DURING & AFTER",2000,"Elizabeth Barrett Browning's poems to an ""Iberian"" jellyfish relative, now heroic in Don Cheadle's supersuit",Sonnets from the Portuguese man o\' War Machine
486,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",CHEMISTS,2000,"(Bryan Cranston delivers the clue.)  Real-life scientists whose names came up on ""Breaking Bad"" included, of course, Heisenberg, & also this Frenchman guillotined at age 50 after making chemistry a modern science",Lavoisier
487,goattournament,"The Greatest of All Time game #1 - Tuesday, January 7, 2020",PRESIDENTS & THE BIBLE,,"""Silent"" Calvin Coolidge was inaugurated in 1925 on a Bible open to this 6-word first line of the Gospel According to John","\""In the beginning was the Word\"""
